id,division id,division name,game id,date,start time,end time,field id,field name,home id,home name,home score,away id,away name,away score
164065,4281,U6 Coed,,10/14/2023,12:30,13:30,454846,Robious Middle School 9F 3v3,121386,U6C Team Endy Monday 5:30 R8D,,121385,U6C Team Marano/Chamberlain,
164066,4281,U6 Coed,,10/14/2023,13:30,14:30,454843,Robious Middle School 9D 3v3,133771,U6C Team Montoya,,121387,U6C Team Swenck,
164067,4281,U6 Coed,,10/14/2023,10:30,11:30,478675,Horner Park 8 A 3v3,130085,U5U6C SOUTH Team Roque/Halpin,,122529,U6C Team Gallagher,
164068,4281,U6 Coed,,10/21/2023,10:30,11:30,454846,Robious Middle School 9F 3v3,130085,U5U6C SOUTH Team Roque/Halpin,,136649,U6C Team Innes,
164069,4281,U6 Coed,,10/21/2023,12:30,13:30,454843,Robious Middle School 9D 3v3,130470,U6C Team Fairclough,,132740,U6C Team Bowman Friday 5:30 R8A,
164070,4281,U6 Coed,,10/21/2023,13:30,14:30,454846,Robious Middle School 9F 3v3,131677,U6C Team Edwards Friday 5:30 R8C,,121388,U6C Team Franklin/Malhotra,
164071,4281,U6 Coed,,10/21/2023,10:30,11:30,478675,Horner Park 8 A 3v3,129425,U6C Team Ellmore Wednesday 5:30 8B,,123789,U5U6C SOUTH Team Loughrey,
164072,4281,U6 Coed,,10/21/2023,12:30,13:30,454846,Robious Middle School 9F 3v3,133770,U6C Team Hall,,121386,U6C Team Endy Monday 5:30 R8D,
164073,4281,U6 Coed,,10/21/2023,13:30,14:30,454843,Robious Middle School 9D 3v3,121387,U6C Team Swenck,,121385,U6C Team Marano/Chamberlain,
164074,4281,U6 Coed,,10/21/2023,11:30,12:30,454846,Robious Middle School 9F 3v3,122529,U6C Team Gallagher,,133771,U6C Team Montoya,
164075,4281,U6 Coed,,10/28/2023,10:30,11:30,454846,Robious Middle School 9F 3v3,121385,U6C Team Marano/Chamberlain,,122529,U6C Team Gallagher,
164076,4281,U6 Coed,,10/28/2023,11:30,12:30,454846,Robious Middle School 9F 3v3,136649,U6C Team Innes,,133771,U6C Team Montoya,
164077,4281,U6 Coed,,10/28/2023,10:30,11:30,478675,Horner Park 8 A 3v3,123789,U5U6C SOUTH Team Loughrey,,130085,U5U6C SOUTH Team Roque/Halpin,
164078,4281,U6 Coed,,10/28/2023,13:30,14:30,454846,Robious Middle School 9F 3v3,130470,U6C Team Fairclough,,131677,U6C Team Edwards Friday 5:30 R8C,
164079,4281,U6 Coed,,10/28/2023,12:30,13:30,454846,Robious Middle School 9F 3v3,121388,U6C Team Franklin/Malhotra,,129425,U6C Team Ellmore Wednesday 5:30 8B,
164080,4281,U6 Coed,,10/28/2023,13:30,14:30,454843,Robious Middle School 9D 3v3,132740,U6C Team Bowman Friday 5:30 R8A,,121386,U6C Team Endy Monday 5:30 R8D,
164081,4281,U6 Coed,,10/28/2023,12:30,13:30,454843,Robious Middle School 9D 3v3,133770,U6C Team Hall,,121387,U6C Team Swenck,
164371,4282,U7 Coed,,9/9/2023,15:00,16:15,454847,Robious Middle School 8C 4v4,121532,U7C Team Leffler/Stumborg,,121390,U7C Team Ortiz,
164372,4282,U7 Coed,,9/9/2023,12:30,13:45,454847,Robious Middle School 8C 4v4,121529,U7C Team Rouba,,122739,U7C Team Duncan/Gerdes,
164373,4282,U7 Coed,,9/9/2023,13:45,15:00,454847,Robious Middle School 8C 4v4,121528,U7C Team Tandett,,128347,U7C Team Glickman/Cosby,
164374,4282,U7 Coed,,9/9/2023,11:15,12:30,454847,Robious Middle School 8C 4v4,121527,U7C Team Jackson/Bochman,,128246,U7C Team Ramirez,
164375,4282,U7 Coed,,9/9/2023,15:00,16:15,454848,Robious Middle School 8D 4v4,121531,U7C Team Peltz,,121530,U7C Team Martin/Arflin,
